Amount,Broker_Status,Broker_Tier,Client_Risk_Rating,Credit_Score_2,Credit_Score_1,Current_Term_Months,Employment_Status_Borrower_2,Employment_Status,Global_Debt_Ratio,Interest_Rate,Loan_To_Value,Mortgage_Position,Mortgage_Purpose,Occupancy_Type,Property_Type,Self_Employed,Total_Debt_Service_Ratio,Approved
304620,Watch List,Key Account,3,428,462,24,Self-employed,Commissions,73.2,7.95,46,3,Purchase,Rental,Apartment Low Rise,False,74.2,0.0
534245,Deactivated,Non Key Account,5,681,420,42,Hourly,Contract,63.0,7.7,58,3,Refinance,Owner,Row,False,90.6,0.0
890717,Approved,Non Key Account,3,510,759,17,Other,Self-employed,85.1,4.31,69,1,Equity Takeout,Owner,Apartment High Rise,True,89.3,0.0
235395,Approved,Key Account,3,592,422,16,Self-employed,Pension,37.5,7.02,62,1,Refinance for Debt Consolidation,Rental,Single,False,55.8,0.0
140334,Approved,Non Key Account,4,490,835,16,Hourly,Pension,8.4,5.73,33,2,Refinance for Debt Consolidation,Rental,Row,False,86.6,1.0
338324,Watch List,Key Account,2,451,555,26,Commissions,Self-employed,14.0,7.38,18,2,Refinance for Debt Consolidation,Rental,Semi-detached,True,36.9,1.0
1470555,Approved,Non Key Account,6,775,614,39,Commissions,Self-employed,55.5,6.29,15,2,Purchase Rent to Own,Owner,Semi-detached,True,57.1,0.0
889251,Approved,Key Account,3,528,739,39,Hourly,Hourly,63.0,8.7,41,3,Purchase,Rent To Own,Semi-detached,False,92.9,0.0
246450,Watch List,Non Key Account,3,562,895,2,Other,Self-employed,97.1,7.21,57,2,Purchase,Rent To Own,Single,True,99.3,0.0
953092,Watch List,Non Key Account,4,444,809,56,Self-employed,Pension,61.1,7.06,41,2,Equity Takeout,Owner,Apartment High Rise,False,66.5,0.0
732108,Deactivated,Non Key Account,4,430,489,3,Pension,Other,62.8,5.45,9,1,Purchase Rent to Own,Rent To Own,Row,False,72.1,0.0
1387373,Deactivated,Key Account,3,634,605,3,Salary,Self-employed,91.3,4.41,16,2,Purchase,Owner,Single,True,93.5,0.0
202436,Approved,Key Account,3,875,627,48,Pension,Self-employed,24.1,7.61,47,3,Refinance,Owner,Apartment High Rise,True,41.1,1.0
163204,Approved,Non Key Account,3,792,676,11,Self-employed,Contract,64.4,9.43,10,2,Purchase,Rent To Own,Apartment Low Rise,False,90.2,0.0
1044096,Approved,Key Account,4,759,675,28,Salary,Self-employed,77.1,9.48,47,1,Purchase,Owner,Apartment Low Rise,True,86.8,0.0
650009,Approved,Key Account,4,788,451,42,Salary,Pension,26.2,6.13,51,3,Purchase Rent to Own,Rental,Semi-detached,False,68.4,1.0
682892,Watch List,Key Account,5,810,464,31,Other,Self-employed,51.1,4.91,69,2,Purchase,Rent To Own,Semi-detached,True,56.3,0.0
1095242,Approved,Key Account,3,749,524,59,Commissions,Commissions,10.5,6.32,37,3,Purchase Rent to Own,Owner,Semi-detached,False,22.2,0.0
477598,Deactivated,Non Key Account,4,650,866,37,Hourly,Contract,91.0,8.27,30,3,Refinance,Owner,Single,False,93.5,0.0
765704,Approved,Key Account,3,665,689,11,Self-employed,Salary,98.1,6.36,76,1,Equity Takeout,Owner,Apartment High Rise,False,98.7,0.0
954413,Approved,Key Account,4,447,644,11,Commissions,Commissions,20.3,9.99,29,1,Refinance,Owner,Single,False,24.6,1.0
372262,Approved,Key Account,4,471,814,60,Self-employed,Self-employed,83.6,4.16,22,3,Purchase Rent to Own,Owner,Single,True,91.3,1.0
219721,Watch List,Key Account,1,514,647,17,Salary,Commissions,37.2,7.85,65,1,Equity Takeout,Rental,Semi-detached,False,40.6,0.0
1208257,Deactivated,Non Key Account,2,647,825,30,Pension,Contract,8.4,5.67,58,3,Equity Takeout,Rent To Own,Apartment Low Rise,False,11.3,0.0
988192,Approved,Key Account,3,696,417,13,Commissions,Contract,31.2,6.45,59,1,Purchase,Rent To Own,Row,False,97.1,0.0
611434,Approved,Key Account,3,876,620,9,Other,Commissions,20.1,8.44,7,3,Purchase Rent to Own,Owner,Apartment High Rise,False,30.2,0.0
464816,Approved,Non Key Account,4,549,486,35,Contract,Hourly,96.0,8.22,57,2,Equity Takeout,Rental,Apartment Low Rise,False,96.6,0.0
361871,Approved,Key Account,5,779,618,35,Other,Contract,90.5,6.21,62,3,Purchase,Rent To Own,Apartment High Rise,False,91.1,0.0
298876,Approved,Key Account,4,706,822,24,Self-employed,Pension,57.7,5.23,38,2,Purchase Rent to Own,Owner,Single,False,84.1,1.0
790824,Approved,Key Account,4,683,839,53,Salary,Commissions,16.8,6.85,50,3,Equity Takeout,Rent To Own,Semi-detached,False,32.6,0.0
1019860,Watch List,Non Key Account,4,897,723,48,Other,Contract,12.2,7.26,57,2,Refinance,Owner,Semi-detached,False,73.7,0.0
868382,Approved,Non Key Account,2,717,440,33,Hourly,Pension,92.9,6.32,77,2,Purchase Rent to Own,Rent To Own,Semi-detached,False,93.1,0.0
414534,Approved,Non Key Account,4,424,808,48,Self-employed,Other,54.2,7.11,9,1,Purchase Rent to Own,Rent To Own,Row,False,90.7,0.0
716714,Watch List,Non Key Account,2,410,523,28,Commissions,Contract,51.2,9.6,33,3,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,54.0,1.0
1014290,Approved,Key Account,3,831,718,54,Pension,Self-employed,95.5,9.7,36,1,Purchase Rent to Own,Rent To Own,Semi-detached,True,96.6,0.0
1350093,Approved,Non Key Account,2,722,630,21,Contract,Salary,26.5,8.11,28,3,Equity Takeout,Rental,Apartment Low Rise,False,41.4,0.0
345661,Approved,Key Account,4,743,711,18,Self-employed,Hourly,60.5,5.0,70,3,Purchase,Rental,Single,False,81.5,0.0
146829,Watch List,Non Key Account,3,663,487,51,Hourly,Self-employed,71.0,4.45,66,3,Purchase Rent to Own,Rental,Row,True,78.2,0.0
227059,Approved,Non Key Account,2,756,898,57,Hourly,Other,65.7,4.19,59,2,Equity Takeout,Rental,Apartment Low Rise,False,88.4,0.0
1420149,Approved,Key Account,5,884,760,53,Hourly,Self-employed,94.6,9.1,59,3,Purchase,Rent To Own,Semi-detached,True,96.5,0.0
153011,Deactivated,Non Key Account,4,820,604,19,Hourly,Other,49.8,8.11,27,3,Purchase Rent to Own,Owner,Apartment High Rise,False,57.9,0.0
267657,Approved,Key Account,5,731,874,44,Hourly,Commissions,3.6,8.1,20,3,Refinance for Debt Consolidation,Owner,Semi-detached,False,43.4,1.0
634880,Approved,Key Account,4,416,594,41,Hourly,Other,18.5,4.94,70,3,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,91.6,0.0
1169542,Approved,Non Key Account,5,866,858,58,Salary,Salary,67.9,8.97,40,3,Refinance,Rent To Own,Semi-detached,False,85.0,0.0
114606,Watch List,Non Key Account,3,804,743,55,Commissions,Self-employed,82.7,6.15,79,2,Equity Takeout,Owner,Row,True,93.8,0.0
585518,Watch List,Key Account,4,605,565,15,Other,Hourly,41.1,7.42,47,3,Purchase Rent to Own,Rent To Own,Row,False,61.8,0.0
645597,Approved,Non Key Account,3,839,680,40,Commissions,Self-employed,28.5,5.78,19,3,Refinance,Rent To Own,Apartment High Rise,True,98.1,0.0
115708,Approved,Non Key Account,5,628,742,0,Pension,Self-employed,51.3,8.28,29,3,Purchase,Rent To Own,Single,True,71.2,0.0
1461619,Approved,Key Account,1,788,429,17,Other,Commissions,22.4,4.37,23,1,Purchase,Rent To Own,Semi-detached,False,86.2,0.0
671373,Watch List,Non Key Account,2,661,898,48,Salary,Salary,57.1,8.99,48,3,Purchase Rent to Own,Owner,Apartment Low Rise,False,65.8,0.0
1109332,Approved,Key Account,3,664,646,37,Commissions,Hourly,79.0,4.04,15,3,Equity Takeout,Rental,Semi-detached,False,99.1,0.0
112361,Approved,Non Key Account,4,661,772,37,Commissions,Hourly,35.5,4.89,65,2,Purchase Rent to Own,Rent To Own,Semi-detached,False,67.0,0.0
790913,Deactivated,Key Account,2,458,736,1,Pension,Contract,38.9,5.83,29,2,Purchase Rent to Own,Owner,Single,False,55.8,1.0
598329,Approved,Non Key Account,3,870,794,44,Other,Pension,20.9,8.13,73,3,Refinance,Rental,Single,False,72.4,0.0
797498,Watch List,Key Account,4,637,860,54,Self-employed,Salary,4.4,5.21,79,1,Equity Takeout,Owner,Row,False,36.1,0.0
353578,Approved,Non Key Account,4,430,421,35,Commissions,Hourly,22.3,4.73,8,2,Purchase Rent to Own,Owner,Apartment High Rise,False,33.5,1.0
1068868,Deactivated,Non Key Account,2,530,658,38,Salary,Other,79.3,7.89,23,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,False,94.4,0.0
928621,Approved,Non Key Account,5,543,540,51,Self-employed,Hourly,83.7,4.34,25,3,Purchase,Rent To Own,Row,False,89.9,0.0
806027,Watch List,Key Account,2,659,418,12,Hourly,Other,57.4,7.8,48,1,Refinance for Debt Consolidation,Rent To Own,Single,False,92.0,1.0
557316,Approved,Key Account,4,824,717,0,Contract,Other,59.4,7.0,6,3,Equity Takeout,Rental,Apartment Low Rise,False,94.6,0.0
416670,Approved,Non Key Account,3,673,404,47,Self-employed,Hourly,11.0,7.5,35,1,Equity Takeout,Owner,Row,False,71.6,0.0
543326,Approved,Non Key Account,3,728,556,22,Self-employed,Contract,25.2,9.91,73,1,Purchase,Owner,Row,False,97.6,1.0
1274050,Approved,Non Key Account,3,429,579,26,Pension,Contract,71.4,6.4,48,3,Purchase,Owner,Row,False,81.6,0.0
1284434,Approved,Key Account,4,543,709,16,Other,Contract,26.9,5.84,58,2,Purchase,Rental,Apartment High Rise,False,38.7,0.0
811632,Approved,Non Key Account,6,774,637,8,Hourly,Commissions,48.6,4.15,58,1,Purchase Rent to Own,Rental,Row,False,91.8,0.0
863391,Approved,Key Account,4,479,641,24,Commissions,Hourly,66.5,6.78,74,3,Equity Takeout,Rent To Own,Apartment High Rise,False,85.7,0.0
1313051,Approved,Key Account,3,822,417,51,Commissions,Commissions,67.2,8.72,48,1,Purchase Rent to Own,Rental,Apartment Low Rise,False,86.6,0.0
538935,Deactivated,Non Key Account,4,494,773,37,Contract,Pension,69.5,4.98,17,3,Purchase,Rental,Semi-detached,False,98.0,0.0
1452150,Approved,Non Key Account,3,503,607,39,Self-employed,Salary,63.3,8.94,50,1,Equity Takeout,Rent To Own,Single,False,66.4,0.0
484519,Approved,Key Account,3,408,798,12,Salary,Salary,72.0,9.83,56,2,Equity Takeout,Rental,Row,False,73.0,1.0
513930,Approved,Key Account,5,776,466,47,Salary,Pension,66.0,6.57,23,1,Purchase,Rental,Single,False,67.2,0.0
1103559,Approved,Non Key Account,3,856,639,55,Other,Commissions,78.9,8.24,5,2,Refinance for Debt Consolidation,Rent To Own,Single,False,94.9,0.0
1215778,Approved,Non Key Account,3,755,776,11,Contract,Salary,32.0,4.33,65,1,Equity Takeout,Owner,Apartment High Rise,False,50.6,0.0
141295,Watch List,Key Account,3,477,869,49,Salary,Commissions,89.9,5.35,30,1,Refinance for Debt Consolidation,Rent To Own,Single,False,91.3,0.0
1040641,Watch List,Key Account,5,596,731,28,Hourly,Self-employed,11.8,4.99,78,1,Purchase Rent to Own,Rental,Apartment Low Rise,True,64.3,0.0
491982,Approved,Key Account,3,631,716,12,Self-employed,Contract,94.3,4.52,18,3,Purchase Rent to Own,Owner,Apartment High Rise,False,94.5,0.0
390448,Approved,Key Account,4,688,588,34,Self-employed,Salary,27.5,6.76,15,2,Refinance for Debt Consolidation,Rent To Own,Apartment High Rise,False,89.2,0.0
1227406,Approved,Key Account,4,669,824,37,Salary,Hourly,2.1,6.23,46,3,Refinance,Rent To Own,Apartment High Rise,False,100.0,1.0
729018,Approved,Non Key Account,4,703,568,41,Self-employed,Commissions,68.7,9.5,60,1,Purchase,Owner,Apartment Low Rise,False,82.6,0.0
144799,Deactivated,Non Key Account,3,621,847,1,Hourly,Salary,98.6,9.15,35,3,Purchase,Rental,Row,False,99.7,0.0
878227,Watch List,Key Account,3,713,756,23,Salary,Other,67.8,9.82,66,2,Refinance for Debt Consolidation,Owner,Single,False,80.8,0.0
629102,Approved,Key Account,5,777,696,59,Pension,Hourly,87.7,8.2,69,2,Equity Takeout,Owner,Row,False,99.7,1.0
188137,Approved,Non Key Account,3,453,594,25,Contract,Pension,59.3,7.42,23,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,65.5,1.0
361101,Watch List,Key Account,4,875,815,20,Hourly,Commissions,63.3,7.78,44,3,Purchase,Rent To Own,Single,False,63.5,0.0
359088,Approved,Key Account,2,862,465,29,Other,Pension,41.3,5.8,49,1,Purchase Rent to Own,Owner,Apartment High Rise,False,70.8,0.0
178089,Deactivated,Non Key Account,4,675,751,53,Contract,Salary,33.9,7.2,66,3,Purchase Rent to Own,Rent To Own,Single,False,71.6,0.0
248994,Approved,Non Key Account,4,845,848,16,Other,Salary,31.1,5.22,53,1,Purchase,Owner,Row,False,36.9,0.0
1440859,Watch List,Non Key Account,4,783,495,18,Contract,Hourly,9.6,9.38,12,3,Purchase,Rental,Semi-detached,False,67.6,0.0
1458992,Watch List,Key Account,5,653,607,46,Contract,Commissions,98.1,6.67,45,2,Purchase,Rent To Own,Row,False,99.8,0.0
397766,Approved,Key Account,3,581,636,54,Commissions,Other,62.4,8.22,25,1,Purchase Rent to Own,Rent To Own,Single,False,79.2,1.0
1221509,Approved,Key Account,5,469,627,33,Self-employed,Contract,88.3,9.31,19,3,Purchase Rent to Own,Owner,Apartment High Rise,False,92.6,1.0
1015477,Approved,Key Account,5,650,708,48,Commissions,Commissions,31.2,6.06,75,2,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,43.5,0.0
1192164,Approved,Non Key Account,5,660,711,31,Contract,Commissions,51.3,4.74,44,1,Purchase,Rent To Own,Apartment Low Rise,False,86.0,0.0
603307,Watch List,Non Key Account,3,407,852,5,Self-employed,Commissions,81.9,5.66,45,2,Purchase Rent to Own,Owner,Row,False,92.3,0.0
705823,Approved,Key Account,3,772,481,8,Pension,Salary,10.6,9.85,37,2,Purchase Rent to Own,Owner,Row,False,52.9,1.0
1164784,Watch List,Non Key Account,4,651,422,24,Self-employed,Self-employed,51.6,8.66,57,1,Equity Takeout,Owner,Semi-detached,True,58.0,0.0
241818,Approved,Key Account,4,606,407,38,Salary,Commissions,65.2,7.76,29,2,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,83.5,0.0
221299,Approved,Key Account,4,462,518,13,Pension,Salary,13.8,9.12,69,2,Refinance,Rent To Own,Semi-detached,False,59.5,0.0
557561,Approved,Non Key Account,3,731,509,0,Self-employed,Hourly,83.7,4.43,52,3,Refinance,Owner,Apartment Low Rise,False,90.9,1.0
458354,Approved,Key Account,3,740,626,27,Other,Commissions,67.8,6.95,29,3,Equity Takeout,Rental,Apartment Low Rise,False,87.8,1.0
206613,Approved,Non Key Account,3,464,879,22,Self-employed,Self-employed,13.7,9.2,18,2,Equity Takeout,Rental,Row,True,54.7,0.0
1418727,Approved,Non Key Account,2,866,563,26,Other,Commissions,86.4,8.73,34,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,97.4,0.0
429205,Approved,Non Key Account,4,775,719,13,Pension,Self-employed,4.0,8.39,70,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,True,77.7,0.0
917486,Watch List,Non Key Account,4,692,750,21,Commissions,Self-employed,66.0,7.61,20,3,Equity Takeout,Rental,Apartment Low Rise,True,82.7,0.0
172008,Approved,Non Key Account,3,653,846,0,Other,Pension,82.5,5.04,18,3,Purchase,Rent To Own,Apartment Low Rise,False,83.3,0.0
373818,Approved,Non Key Account,4,673,527,42,Salary,Salary,39.5,5.08,54,2,Purchase,Rent To Own,Apartment Low Rise,False,96.2,0.0
1100913,Deactivated,Non Key Account,4,802,830,49,Contract,Self-employed,86.9,7.82,52,3,Refinance,Owner,Apartment High Rise,True,96.3,0.0
871271,Approved,Non Key Account,3,588,705,52,Hourly,Hourly,84.7,5.91,51,2,Refinance for Debt Consolidation,Owner,Row,False,99.4,0.0
866241,Approved,Non Key Account,5,518,821,54,Hourly,Salary,53.7,4.89,26,1,Refinance for Debt Consolidation,Rent To Own,Row,False,54.9,0.0
782835,Approved,Non Key Account,4,818,878,3,Other,Contract,31.4,5.79,9,2,Equity Takeout,Owner,Apartment High Rise,False,56.2,0.0
374105,Approved,Non Key Account,3,843,540,47,Salary,Pension,94.8,5.05,11,2,Refinance for Debt Consolidation,Rent To Own,Single,False,97.9,0.0
1376135,Watch List,Key Account,1,662,701,29,Salary,Salary,35.5,7.89,63,1,Refinance,Rent To Own,Semi-detached,False,70.1,0.0
430017,Approved,Key Account,3,466,410,26,Pension,Other,53.4,8.62,56,1,Purchase Rent to Own,Rent To Own,Single,False,71.2,1.0
877121,Approved,Key Account,3,636,773,31,Pension,Self-employed,95.6,6.43,71,2,Refinance for Debt Consolidation,Rental,Row,True,99.0,0.0
1429838,Approved,Key Account,3,523,875,35,Salary,Hourly,26.9,5.64,12,3,Refinance,Rental,Single,False,49.8,0.0
882825,Deactivated,Key Account,5,585,622,40,Self-employed,Self-employed,90.1,5.87,63,3,Purchase,Owner,Apartment High Rise,True,90.7,0.0
267048,Approved,Key Account,4,692,654,38,Commissions,Contract,68.5,5.07,33,2,Equity Takeout,Rent To Own,Apartment Low Rise,False,78.4,0.0
923783,Watch List,Key Account,4,828,403,19,Self-employed,Salary,51.1,7.78,25,2,Refinance for Debt Consolidation,Rental,Apartment Low Rise,False,97.9,0.0
251430,Deactivated,Key Account,4,584,887,50,Self-employed,Self-employed,57.5,9.19,71,3,Purchase,Rent To Own,Row,True,72.0,0.0
168272,Watch List,Non Key Account,5,850,889,27,Commissions,Other,84.7,9.8,19,2,Refinance,Rental,Row,False,91.8,0.0
949435,Approved,Non Key Account,5,599,441,32,Hourly,Salary,35.0,8.32,48,1,Refinance,Rental,Apartment Low Rise,False,60.6,0.0
501127,Approved,Key Account,2,843,636,37,Pension,Contract,29.9,7.47,11,3,Equity Takeout,Rental,Apartment High Rise,False,39.5,1.0
377063,Approved,Key Account,4,879,595,51,Self-employed,Commissions,87.8,7.95,65,1,Purchase,Owner,Apartment High Rise,False,91.2,1.0
1001849,Approved,Key Account,4,578,840,41,Pension,Pension,93.3,9.5,47,1,Equity Takeout,Owner,Apartment Low Rise,False,94.3,0.0
927495,Approved,Key Account,2,622,717,60,Hourly,Self-employed,82.0,5.64,32,1,Purchase,Rental,Semi-detached,True,82.0,0.0
576512,Approved,Key Account,4,837,806,15,Commissions,Other,49.7,9.49,9,1,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,False,92.1,1.0
682973,Approved,Non Key Account,3,855,674,41,Contract,Self-employed,82.3,8.05,45,1,Refinance for Debt Consolidation,Owner,Apartment High Rise,True,94.1,0.0
386496,Deactivated,Key Account,3,670,808,54,Hourly,Commissions,74.4,7.94,9,1,Refinance for Debt Consolidation,Rental,Single,False,82.8,1.0
1437918,Watch List,Non Key Account,3,791,804,35,Hourly,Other,68.6,7.24,59,1,Purchase,Owner,Single,False,88.8,0.0
1369537,Approved,Non Key Account,4,413,640,47,Other,Contract,25.8,4.0,49,1,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,74.4,0.0
101627,Approved,Non Key Account,4,686,505,38,Pension,Commissions,89.7,7.4,6,3,Purchase,Rent To Own,Semi-detached,False,95.4,0.0
104806,Deactivated,Key Account,6,862,670,52,Other,Contract,1.3,6.77,59,3,Refinance,Rent To Own,Row,False,45.2,0.0
317272,Watch List,Key Account,4,493,771,29,Hourly,Salary,88.1,7.28,5,1,Refinance,Owner,Single,False,92.6,0.0
957527,Approved,Non Key Account,3,532,417,12,Pension,Self-employed,85.2,4.05,7,3,Refinance for Debt Consolidation,Owner,Apartment High Rise,True,89.9,0.0
951701,Approved,Non Key Account,3,823,888,18,Salary,Other,14.0,9.75,62,2,Equity Takeout,Owner,Semi-detached,False,84.1,0.0
108545,Approved,Non Key Account,3,863,798,50,Contract,Other,43.2,5.22,21,2,Equity Takeout,Rental,Apartment High Rise,False,53.5,0.0
1009694,Approved,Key Account,3,534,435,8,Commissions,Pension,24.9,8.1,24,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,False,79.9,1.0
1173039,Watch List,Key Account,4,586,593,51,Self-employed,Self-employed,20.2,7.63,26,2,Purchase Rent to Own,Owner,Apartment High Rise,True,80.5,0.0
897876,Approved,Key Account,4,859,761,41,Pension,Salary,87.8,8.9,54,2,Equity Takeout,Owner,Semi-detached,False,88.9,0.0
417280,Approved,Non Key Account,4,894,440,7,Hourly,Salary,78.0,5.81,45,2,Equity Takeout,Rental,Single,False,81.1,0.0
108175,Approved,Key Account,3,698,695,47,Other,Hourly,40.8,7.04,54,2,Purchase,Owner,Apartment High Rise,False,73.9,1.0
1154632,Approved,Key Account,3,751,735,18,Contract,Salary,92.8,6.65,63,3,Purchase Rent to Own,Rent To Own,Apartment Low Rise,False,93.0,0.0
468486,Approved,Key Account,4,742,465,60,Pension,Other,17.8,6.59,15,3,Purchase,Owner,Single,False,31.4,1.0
837635,Watch List,Key Account,6,541,715,48,Commissions,Other,81.9,6.73,58,3,Refinance,Owner,Semi-detached,False,84.6,0.0
688218,Approved,Non Key Account,3,648,501,4,Pension,Commissions,35.9,8.7,40,2,Refinance,Owner,Row,False,95.2,0.0
142424,Watch List,Key Account,5,862,762,18,Other,Other,82.1,5.26,51,3,Equity Takeout,Owner,Semi-detached,False,87.0,0.0
937695,Approved,Non Key Account,2,487,675,55,Contract,Hourly,17.3,8.17,27,3,Purchase Rent to Own,Owner,Apartment Low Rise,False,17.5,1.0
979375,Approved,Non Key Account,5,495,487,13,Pension,Self-employed,59.0,6.16,76,3,Equity Takeout,Owner,Single,True,75.5,0.0
480688,Watch List,Key Account,6,638,431,49,Contract,Hourly,76.9,7.76,43,1,Purchase Rent to Own,Rent To Own,Single,False,100.0,0.0
1158999,Approved,Key Account,3,682,574,60,Self-employed,Contract,47.6,9.46,28,2,Refinance for Debt Consolidation,Rental,Apartment High Rise,False,66.9,1.0
1226378,Watch List,Key Account,3,657,748,27,Hourly,Pension,16.3,4.92,27,2,Purchase Rent to Own,Owner,Single,False,20.2,0.0
327898,Approved,Key Account,3,852,565,17,Contract,Self-employed,44.6,4.83,40,2,Purchase,Owner,Apartment Low Rise,True,95.2,0.0
187567,Approved,Key Account,4,609,430,2,Hourly,Other,10.1,4.42,45,2,Refinance for Debt Consolidation,Rent To Own,Single,False,92.2,0.0
1283943,Approved,Non Key Account,4,563,818,30,Commissions,Contract,66.6,6.1,55,1,Equity Takeout,Rent To Own,Apartment High Rise,False,92.0,0.0
492094,Approved,Non Key Account,4,503,408,34,Other,Pension,37.7,9.26,49,1,Refinance for Debt Consolidation,Rental,Row,False,71.6,0.0
